updatetime,vehiclecount,totalspaces,garagecode,streamtime,switch
1645,30.0,210.0,7,1619,0
1645,29.0,700.0,8,1619,0
1675,78.0,65.0,1,1619,0
1675,512.0,512.0,2,1619,0
1675,205.0,1240.0,3,1619,0
1675,13.0,953.0,4,1619,0
1675,80.0,130.0,5,1619,1
1675,25.0,400.0,6,1619,0
1675,31.0,210.0,7,1619,0
1675,29.0,700.0,8,1619,0
1645,79.0,65.0,1,1619,0
1645,512.0,512.0,2,1619,0
1645,206.0,1240.0,3,1619,0
1645,12.0,953.0,4,1619,0
1645,79.0,130.0,5,1619,1
1645,25.0,400.0,6,1619,0
1645,30.0,210.0,7,1619,0
1645,29.0,700.0,8,1619,0
1675,80.0,65.0,1,1619,0
1675,512.0,512.0,2,1619,0
1675,206.0,1240.0,3,1619,0
1675,11.0,953.0,4,1619,0
1675,78.0,130.0,5,1619,1
1675,25.0,400.0,6,1619,0
1675,30.0,210.0,7,1619,0
1675,29.0,700.0,8,1619,0
1645,80.0,65.0,1,1619,0
1645,512.0,512.0,2,1619,0
1645,206.0,1240.0,3,1619,0
1645,11.0,953.0,4,1619,0
1645,75.0,130.0,5,1619,1
1645,25.0,400.0,6,1619,0
1645,29.0,210.0,7,1619,0
1645,29.0,700.0,8,1619,0
1675,81.0,65.0,1,1619,0
1675,512.0,512.0,2,1619,0
1675,206.0,1240.0,3,1619,0
1675,11.0,953.0,4,1619,0
1675,76.0,130.0,5,1619,1
1675,25.0,400.0,6,1619,0
1675,29.0,210.0,7,1619,0
1675,30.0,700.0,8,1619,0
1645,81.0,65.0,1,1619,0
1645,512.0,512.0,2,1619,0
1645,206.0,1240.0,3,1619,0
1645,11.0,953.0,4,1619,0
1645,77.0,130.0,5,1619,1
1645,25.0,400.0,6,1619,0
1645,29.0,210.0,7,1619,0
1645,31.0,700.0,8,1619,0
1675,82.0,65.0,1,1619,0
1675,512.0,512.0,2,1619,0
1675,206.0,1240.0,3,1619,0
1675,11.0,953.0,4,1619,0
1675,77.0,130.0,5,1619,1
1675,25.0,400.0,6,1619,0
1675,29.0,210.0,7,1619,0
1675,31.0,700.0,8,1619,0
1645,82.0,65.0,1,1619,0
1645,512.0,512.0,2,1619,0
1645,206.0,1240.0,3,1619,0
1645,12.0,953.0,4,1619,0
1645,77.0,130.0,5,1619,1
1645,25.0,400.0,6,1619,0
1645,29.0,210.0,7,1619,0
1645,31.0,700.0,8,1619,0
1675,82.0,65.0,1,1619,0
1675,512.0,512.0,2,1619,0
1675,207.0,1240.0,3,1619,0
1675,12.0,953.0,4,1619,0
1675,78.0,130.0,5,1619,1
1675,25.0,400.0,6,1619,0
1675,29.0,210.0,7,1619,0
1675,31.0,700.0,8,1619,0
1645,80.0,65.0,1,1619,0
1645,512.0,512.0,2,1619,0
1645,209.0,1240.0,3,1619,0
1645,12.0,953.0,4,1619,0
1645,78.0,130.0,5,1619,1
1645,25.0,400.0,6,1619,0
1645,29.0,210.0,7,1619,0
1645,33.0,700.0,8,1619,0
1675,80.0,65.0,1,1619,0
1675,512.0,512.0,2,1619,0
1675,211.0,1240.0,3,1619,0
1675,15.0,953.0,4,1619,0
1675,79.0,130.0,5,1619,1
1675,25.0,400.0,6,1619,0
1675,30.0,210.0,7,1619,0
1675,33.0,700.0,8,1619,0
1645,80.0,65.0,1,1619,0
1645,512.0,512.0,2,1619,0
1645,220.0,1240.0,3,1619,0
1645,18.0,953.0,4,1619,0
1645,78.0,130.0,5,1619,1
1645,27.0,400.0,6,1619,0
1645,29.0,210.0,7,1619,0
1645,33.0,700.0,8,1619,0
1675,75.0,65.0,1,1619,0
1675,512.0,512.0,2,1619,0
1675,231.0,1240.0,3,1619,0
1675,19.0,953.0,4,1619,0
1675,76.0,130.0,5,1619,1
1675,28.0,400.0,6,1619,0
1675,32.0,210.0,7,1619,0
1675,35.0,700.0,8,1619,0
1645,73.0,65.0,1,1619,0
1645,512.0,512.0,2,1619,0
1645,246.0,1240.0,3,1619,0
1645,27.0,953.0,4,1619,0
1645,75.0,130.0,5,1619,1
1645,31.0,400.0,6,1619,0
1645,37.0,210.0,7,1619,0
1645,36.0,700.0,8,1619,0
1675,74.0,65.0,1,1619,0
1675,512.0,512.0,2,1619,0
1675,280.0,1240.0,3,1619,1
1675,38.0,953.0,4,1619,0
1675,75.0,130.0,5,1619,1
1675,34.0,400.0,6,1619,0
1675,41.0,210.0,7,1619,0
1675,58.0,700.0,8,1619,0
1645,70.0,65.0,1,1619,0
1645,512.0,512.0,2,1619,0
1645,350.0,1240.0,3,1619,1
1645,69.0,953.0,4,1619,0
1645,76.0,130.0,5,1619,1
1645,43.0,400.0,6,1619,0
1645,45.0,210.0,7,1619,1
1645,73.0,700.0,8,1619,0
1675,71.0,65.0,1,1619,0
1675,512.0,512.0,2,1619,0
1675,398.0,1240.0,3,1619,1
1675,89.0,953.0,4,1619,0
1675,88.0,130.0,5,1619,1
1675,56.0,400.0,6,1619,0
1675,47.0,210.0,7,1619,1
1675,91.0,700.0,8,1619,0
1645,69.0,65.0,1,1619,0
1645,512.0,512.0,2,1619,0
1645,417.0,1240.0,3,1619,1
1645,111.0,953.0,4,1619,0
1645,94.0,130.0,5,1619,1
1645,64.0,400.0,6,1619,0
1645,46.0,210.0,7,1619,1
1645,96.0,700.0,8,1619,0
1675,68.0,65.0,1,1619,0
1675,512.0,512.0,2,1619,0
1675,428.0,1240.0,3,1619,1
1675,147.0,953.0,4,1619,0
1675,105.0,130.0,5,1619,1
1675,82.0,400.0,6,1619,1
1675,45.0,210.0,7,1619,1
1675,133.0,700.0,8,1619,0
1645,69.0,65.0,1,1619,0
1645,512.0,512.0,2,1619,0
1645,426.0,1240.0,3,1619,1
1645,224.0,953.0,4,1619,1
1645,138.0,130.0,5,1619,0
1645,120.0,400.0,6,1619,1
1645,47.0,210.0,7,1619,1
1645,196.0,700.0,8,1619,1
1675,67.0,65.0,1,1619,0
1675,512.0,512.0,2,1619,0
1675,444.0,1240.0,3,1619,1
1675,317.0,953.0,4,1619,1
1675,147.0,130.0,5,1619,0
1675,158.0,400.0,6,1619,1
1675,46.0,210.0,7,1619,1
1675,256.0,700.0,8,1619,1
1645,68.0,65.0,1,1619,0
1645,512.0,512.0,2,1619,0
1645,453.0,1240.0,3,1619,1
1645,389.0,953.0,4,1619,1
1645,173.0,130.0,5,1619,0
1645,197.0,400.0,6,1619,1
1645,48.0,210.0,7,1619,1
1645,303.0,700.0,8,1619,1
1675,70.0,65.0,1,1619,0
1675,512.0,512.0,2,1619,0
1675,467.0,1240.0,3,1619,1
1675,502.0,953.0,4,1619,1
1675,186.0,130.0,5,1619,0
1675,227.0,400.0,6,1619,1
1675,52.0,210.0,7,1619,1
1675,369.0,700.0,8,1619,1
1645,71.0,65.0,1,1619,0
1645,512.0,512.0,2,1619,0
1645,478.0,1240.0,3,1619,1
1645,604.0,953.0,4,1619,1
1645,199.0,130.0,5,1619,0
1645,241.0,400.0,6,1619,1
1645,49.0,210.0,7,1619,1
1645,449.0,700.0,8,1619,1
1675,72.0,65.0,1,1619,0
1675,512.0,512.0,2,1619,0
1675,487.0,1240.0,3,1619,1
1675,697.0,953.0,4,1619,1
1675,218.0,130.0,5,1619,0
1675,280.0,400.0,6,1619,1
1675,49.0,210.0,7,1619,1
1675,496.0,700.0,8,1619,1
1645,67.0,65.0,1,1619,0
1645,512.0,512.0,2,1619,0
1645,480.0,1240.0,3,1619,1
1645,736.0,953.0,4,1619,1
1645,226.0,130.0,5,1619,0
1645,293.0,400.0,6,1619,1
1645,53.0,210.0,7,1619,1
1645,534.0,700.0,8,1619,1
1675,71.0,65.0,1,1619,0
1675,512.0,512.0,2,1619,0
1675,482.0,1240.0,3,1619,1
1675,741.0,953.0,4,1619,1
1675,231.0,130.0,5,1619,0
1675,307.0,400.0,6,1619,1
1675,57.0,210.0,7,1619,1
1675,563.0,700.0,8,1619,1
1645,72.0,65.0,1,1619,0
1645,512.0,512.0,2,1619,0
1645,486.0,1240.0,3,1619,1
1645,742.0,953.0,4,1619,1
1645,228.0,130.0,5,1619,0
1645,310.0,400.0,6,1619,1
1645,55.0,210.0,7,1619,1
1645,573.0,700.0,8,1619,1
1675,67.0,65.0,1,1619,0
1675,512.0,512.0,2,1619,0
1675,471.0,1240.0,3,1619,1
1675,750.0,953.0,4,1619,1
1675,228.0,130.0,5,1619,0
1675,298.0,400.0,6,1619,1
1675,51.0,210.0,7,1619,1
1675,551.0,700.0,8,1619,1
1634,67.0,65.0,1,1619,0
1634,512.0,512.0,2,1619,0
1634,440.0,1240.0,3,1619,1
1634,744.0,953.0,4,1619,1
1634,224.0,130.0,5,1619,0
1634,279.0,400.0,6,1619,1
1634,46.0,210.0,7,1619,1
1634,516.0,700.0,8,1619,1
1645,67.0,65.0,1,1619,0
1645,512.0,512.0,2,1619,0
1645,440.0,1240.0,3,1619,1
1645,744.0,953.0,4,1619,1
1645,224.0,130.0,5,1619,0
1645,279.0,400.0,6,1619,1
1645,46.0,210.0,7,1619,1
1645,516.0,700.0,8,1619,1
1650,65.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,431.0,1240.0,3,1619,1
1650,703.0,953.0,4,1619,1
1650,210.0,130.0,5,1619,0
1650,276.0,400.0,6,1619,1
1650,43.0,210.0,7,1619,1
1650,485.0,700.0,8,1619,1
1620,61.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,389.0,1240.0,3,1619,1
1620,633.0,953.0,4,1619,1
1620,209.0,130.0,5,1619,0
1620,245.0,400.0,6,1619,1
1620,36.0,210.0,7,1619,0
1620,437.0,700.0,8,1619,1
1650,54.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,341.0,1240.0,3,1619,1
1650,570.0,953.0,4,1619,1
1650,214.0,130.0,5,1619,0
1650,217.0,400.0,6,1619,1
1650,35.0,210.0,7,1619,0
1650,396.0,700.0,8,1619,1
1620,59.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,319.0,1240.0,3,1619,1
1620,496.0,953.0,4,1619,1
1620,222.0,130.0,5,1619,0
1620,190.0,400.0,6,1619,1
1620,34.0,210.0,7,1619,0
1620,322.0,700.0,8,1619,1
1650,55.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,301.0,1240.0,3,1619,1
1650,414.0,953.0,4,1619,1
1650,223.0,130.0,5,1619,0
1650,161.0,400.0,6,1619,1
1650,32.0,210.0,7,1619,0
1650,243.0,700.0,8,1619,1
1620,56.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,288.0,1240.0,3,1619,1
1620,334.0,953.0,4,1619,1
1620,207.0,130.0,5,1619,0
1620,127.0,400.0,6,1619,1
1620,34.0,210.0,7,1619,0
1620,177.0,700.0,8,1619,1
1650,58.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,278.0,1240.0,3,1619,1
1650,272.0,953.0,4,1619,1
1650,208.0,130.0,5,1619,0
1650,98.0,400.0,6,1619,1
1650,34.0,210.0,7,1619,0
1650,133.0,700.0,8,1619,0
1620,65.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,265.0,1240.0,3,1619,1
1620,230.0,953.0,4,1619,1
1620,195.0,130.0,5,1619,0
1620,87.0,400.0,6,1619,1
1620,33.0,210.0,7,1619,0
1620,99.0,700.0,8,1619,0
1650,65.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,261.0,1240.0,3,1619,1
1650,180.0,953.0,4,1619,0
1650,194.0,130.0,5,1619,0
1650,77.0,400.0,6,1619,0
1650,33.0,210.0,7,1619,0
1650,89.0,700.0,8,1619,0
1620,66.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,256.0,1240.0,3,1619,1
1620,173.0,953.0,4,1619,0
1620,186.0,130.0,5,1619,0
1620,58.0,400.0,6,1619,0
1620,32.0,210.0,7,1619,0
1620,71.0,700.0,8,1619,0
1650,70.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,252.0,1240.0,3,1619,1
1650,179.0,953.0,4,1619,0
1650,180.0,130.0,5,1619,0
1650,49.0,400.0,6,1619,0
1650,32.0,210.0,7,1619,0
1650,55.0,700.0,8,1619,0
1620,72.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,245.0,1240.0,3,1619,0
1620,189.0,953.0,4,1619,0
1620,176.0,130.0,5,1619,0
1620,39.0,400.0,6,1619,0
1620,30.0,210.0,7,1619,0
1620,42.0,700.0,8,1619,0
1650,72.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,240.0,1240.0,3,1619,0
1650,163.0,953.0,4,1619,0
1650,168.0,130.0,5,1619,0
1650,32.0,400.0,6,1619,0
1650,30.0,210.0,7,1619,0
1650,37.0,700.0,8,1619,0
1620,68.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,243.0,1240.0,3,1619,0
1620,143.0,953.0,4,1619,0
1620,167.0,130.0,5,1619,0
1620,29.0,400.0,6,1619,0
1620,30.0,210.0,7,1619,0
1620,33.0,700.0,8,1619,0
1650,67.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,249.0,1240.0,3,1619,1
1650,139.0,953.0,4,1619,0
1650,164.0,130.0,5,1619,0
1650,27.0,400.0,6,1619,0
1650,31.0,210.0,7,1619,0
1650,27.0,700.0,8,1619,0
1620,67.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,248.0,1240.0,3,1619,0
1620,136.0,953.0,4,1619,0
1620,167.0,130.0,5,1619,0
1620,27.0,400.0,6,1619,0
1620,30.0,210.0,7,1619,0
1620,28.0,700.0,8,1619,0
1650,67.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,248.0,1240.0,3,1619,0
1650,118.0,953.0,4,1619,0
1650,163.0,130.0,5,1619,0
1650,25.0,400.0,6,1619,0
1650,29.0,210.0,7,1619,0
1650,30.0,700.0,8,1619,0
1620,67.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,244.0,1240.0,3,1619,0
1620,59.0,953.0,4,1619,0
1620,159.0,130.0,5,1619,0
1620,25.0,400.0,6,1619,0
1620,29.0,210.0,7,1619,0
1620,30.0,700.0,8,1619,0
1650,71.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,246.0,1240.0,3,1619,0
1650,42.0,953.0,4,1619,0
1650,155.0,130.0,5,1619,0
1650,25.0,400.0,6,1619,0
1650,29.0,210.0,7,1619,0
1650,30.0,700.0,8,1619,0
1620,73.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,247.0,1240.0,3,1619,0
1620,25.0,953.0,4,1619,0
1620,154.0,130.0,5,1619,0
1620,25.0,400.0,6,1619,0
1620,29.0,210.0,7,1619,0
1620,30.0,700.0,8,1619,0
1650,74.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,247.0,1240.0,3,1619,0
1650,10.0,953.0,4,1619,0
1650,154.0,130.0,5,1619,0
1650,24.0,400.0,6,1619,0
1650,30.0,210.0,7,1619,0
1650,30.0,700.0,8,1619,0
1620,74.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,247.0,1240.0,3,1619,0
1620,10.0,953.0,4,1619,0
1620,153.0,130.0,5,1619,0
1620,24.0,400.0,6,1619,0
1620,30.0,210.0,7,1619,0
1620,30.0,700.0,8,1619,0
1650,74.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,247.0,1240.0,3,1619,0
1650,10.0,953.0,4,1619,0
1650,153.0,130.0,5,1619,0
1650,23.0,400.0,6,1619,0
1650,30.0,210.0,7,1619,0
1650,30.0,700.0,8,1619,0
1620,74.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,247.0,1240.0,3,1619,0
1620,10.0,953.0,4,1619,0
1620,153.0,130.0,5,1619,0
1620,23.0,400.0,6,1619,0
1620,30.0,210.0,7,1619,0
1620,31.0,700.0,8,1619,0
1650,75.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,247.0,1240.0,3,1619,0
1650,10.0,953.0,4,1619,0
1650,153.0,130.0,5,1619,0
1650,23.0,400.0,6,1619,0
1650,30.0,210.0,7,1619,0
1650,31.0,700.0,8,1619,0
1620,75.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,247.0,1240.0,3,1619,0
1620,9.0,953.0,4,1619,0
1620,153.0,130.0,5,1619,0
1620,23.0,400.0,6,1619,0
1620,30.0,210.0,7,1619,0
1620,32.0,700.0,8,1619,0
1650,76.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,248.0,1240.0,3,1619,0
1650,10.0,953.0,4,1619,0
1650,152.0,130.0,5,1619,0
1650,23.0,400.0,6,1619,0
1650,29.0,210.0,7,1619,0
1650,32.0,700.0,8,1619,0
1620,76.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,248.0,1240.0,3,1619,0
1620,11.0,953.0,4,1619,0
1620,152.0,130.0,5,1619,0
1620,23.0,400.0,6,1619,0
1620,30.0,210.0,7,1619,0
1620,33.0,700.0,8,1619,0
1650,76.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,251.0,1240.0,3,1619,1
1650,12.0,953.0,4,1619,0
1650,152.0,130.0,5,1619,0
1650,23.0,400.0,6,1619,0
1650,29.0,210.0,7,1619,0
1650,33.0,700.0,8,1619,0
1620,75.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,260.0,1240.0,3,1619,1
1620,17.0,953.0,4,1619,0
1620,152.0,130.0,5,1619,0
1620,26.0,400.0,6,1619,0
1620,30.0,210.0,7,1619,0
1620,34.0,700.0,8,1619,0
1650,76.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,261.0,1240.0,3,1619,1
1650,18.0,953.0,4,1619,0
1650,158.0,130.0,5,1619,0
1650,25.0,400.0,6,1619,0
1650,31.0,210.0,7,1619,0
1650,34.0,700.0,8,1619,0
1620,75.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,274.0,1240.0,3,1619,1
1620,20.0,953.0,4,1619,0
1620,158.0,130.0,5,1619,0
1620,25.0,400.0,6,1619,0
1620,34.0,210.0,7,1619,0
1620,35.0,700.0,8,1619,0
1650,72.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,304.0,1240.0,3,1619,1
1650,25.0,953.0,4,1619,0
1650,156.0,130.0,5,1619,0
1650,27.0,400.0,6,1619,0
1650,37.0,210.0,7,1619,0
1650,41.0,700.0,8,1619,0
1620,70.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,342.0,1240.0,3,1619,1
1620,42.0,953.0,4,1619,0
1620,157.0,130.0,5,1619,0
1620,35.0,400.0,6,1619,0
1620,47.0,210.0,7,1619,1
1620,57.0,700.0,8,1619,0
1650,72.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,390.0,1240.0,3,1619,1
1650,59.0,953.0,4,1619,0
1650,157.0,130.0,5,1619,0
1650,43.0,400.0,6,1619,0
1650,50.0,210.0,7,1619,1
1650,80.0,700.0,8,1619,0
1620,72.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,427.0,1240.0,3,1619,1
1620,86.0,953.0,4,1619,0
1620,162.0,130.0,5,1619,0
1620,48.0,400.0,6,1619,0
1620,52.0,210.0,7,1619,1
1620,110.0,700.0,8,1619,0
1650,66.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,433.0,1240.0,3,1619,1
1650,95.0,953.0,4,1619,0
1650,165.0,130.0,5,1619,0
1650,59.0,400.0,6,1619,0
1650,56.0,210.0,7,1619,1
1650,137.0,700.0,8,1619,0
1620,65.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,445.0,1240.0,3,1619,1
1620,153.0,953.0,4,1619,0
1620,166.0,130.0,5,1619,0
1620,83.0,400.0,6,1619,1
1620,58.0,210.0,7,1619,1
1620,185.0,700.0,8,1619,1
1650,70.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,458.0,1240.0,3,1619,1
1650,235.0,953.0,4,1619,1
1650,183.0,130.0,5,1619,0
1650,131.0,400.0,6,1619,1
1650,63.0,210.0,7,1619,1
1650,242.0,700.0,8,1619,1
1620,74.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,473.0,1240.0,3,1619,1
1620,301.0,953.0,4,1619,1
1620,193.0,130.0,5,1619,0
1620,185.0,400.0,6,1619,1
1620,63.0,210.0,7,1619,1
1620,292.0,700.0,8,1619,1
1650,78.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,508.0,1240.0,3,1619,1
1650,357.0,953.0,4,1619,1
1650,212.0,130.0,5,1619,0
1650,227.0,400.0,6,1619,1
1650,62.0,210.0,7,1619,1
1650,328.0,700.0,8,1619,1
1620,81.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,530.0,1240.0,3,1619,1
1620,476.0,953.0,4,1619,1
1620,235.0,130.0,5,1619,0
1620,250.0,400.0,6,1619,1
1620,60.0,210.0,7,1619,1
1620,388.0,700.0,8,1619,1
1650,74.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,557.0,1240.0,3,1619,1
1650,552.0,953.0,4,1619,1
1650,252.0,130.0,5,1619,0
1650,293.0,400.0,6,1619,1
1650,61.0,210.0,7,1619,1
1650,458.0,700.0,8,1619,1
1620,74.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,573.0,1240.0,3,1619,1
1620,598.0,953.0,4,1619,1
1620,265.0,130.0,5,1619,0
1620,316.0,400.0,6,1619,1
1620,67.0,210.0,7,1619,1
1620,482.0,700.0,8,1619,1
1650,71.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,589.0,1240.0,3,1619,1
1650,617.0,953.0,4,1619,1
1650,258.0,130.0,5,1619,0
1650,331.0,400.0,6,1619,1
1650,64.0,210.0,7,1619,1
1650,526.0,700.0,8,1619,1
1620,71.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,592.0,1240.0,3,1619,1
1620,641.0,953.0,4,1619,1
1620,262.0,130.0,5,1619,0
1620,329.0,400.0,6,1619,1
1620,66.0,210.0,7,1619,1
1620,555.0,700.0,8,1619,1
1650,68.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,585.0,1240.0,3,1619,1
1650,614.0,953.0,4,1619,1
1650,264.0,130.0,5,1619,0
1650,343.0,400.0,6,1619,1
1650,64.0,210.0,7,1619,1
1650,533.0,700.0,8,1619,1
1620,66.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,568.0,1240.0,3,1619,1
1620,614.0,953.0,4,1619,1
1620,263.0,130.0,5,1619,0
1620,329.0,400.0,6,1619,1
1620,59.0,210.0,7,1619,1
1620,505.0,700.0,8,1619,1
1650,66.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,549.0,1240.0,3,1619,1
1650,588.0,953.0,4,1619,1
1650,257.0,130.0,5,1619,0
1650,292.0,400.0,6,1619,1
1650,47.0,210.0,7,1619,1
1650,486.0,700.0,8,1619,1
1620,61.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,524.0,1240.0,3,1619,1
1620,556.0,953.0,4,1619,1
1620,249.0,130.0,5,1619,0
1620,270.0,400.0,6,1619,1
1620,44.0,210.0,7,1619,1
1620,440.0,700.0,8,1619,1
1650,58.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,471.0,1240.0,3,1619,1
1650,527.0,953.0,4,1619,1
1650,253.0,130.0,5,1619,0
1650,240.0,400.0,6,1619,1
1650,40.0,210.0,7,1619,0
1650,403.0,700.0,8,1619,1
1620,59.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,418.0,1240.0,3,1619,1
1620,446.0,953.0,4,1619,1
1620,260.0,130.0,5,1619,0
1620,210.0,400.0,6,1619,1
1620,38.0,210.0,7,1619,0
1620,328.0,700.0,8,1619,1
1650,63.0,65.0,1,1619,1
1650,512.0,512.0,2,1619,0
1650,368.0,1240.0,3,1619,1
1650,387.0,953.0,4,1619,1
1650,247.0,130.0,5,1619,0
1650,175.0,400.0,6,1619,1
1650,34.0,210.0,7,1619,0
1650,271.0,700.0,8,1619,1
1620,63.0,65.0,1,1619,1
1620,512.0,512.0,2,1619,0
1620,346.0,1240.0,3,1619,1
1620,346.0,953.0,4,1619,1
1620,237.0,130.0,5,1619,0
1620,139.0,400.0,6,1619,1
1620,34.0,210.0,7,1619,0
1620,209.0,700.0,8,1619,1
1650,70.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,335.0,1240.0,3,1619,1
1650,304.0,953.0,4,1619,1
1650,233.0,130.0,5,1619,0
1650,119.0,400.0,6,1619,1
1650,31.0,210.0,7,1619,0
1650,168.0,700.0,8,1619,1
1620,72.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,320.0,1240.0,3,1619,1
1620,246.0,953.0,4,1619,1
1620,237.0,130.0,5,1619,0
1620,105.0,400.0,6,1619,1
1620,32.0,210.0,7,1619,0
1620,147.0,700.0,8,1619,1
1650,77.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,320.0,1240.0,3,1619,1
1650,191.0,953.0,4,1619,1
1650,233.0,130.0,5,1619,0
1650,88.0,400.0,6,1619,1
1650,34.0,210.0,7,1619,0
1650,128.0,700.0,8,1619,0
1620,74.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,316.0,1240.0,3,1619,1
1620,183.0,953.0,4,1619,0
1620,230.0,130.0,5,1619,0
1620,74.0,400.0,6,1619,0
1620,34.0,210.0,7,1619,0
1620,104.0,700.0,8,1619,0
1650,74.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,324.0,1240.0,3,1619,1
1650,178.0,953.0,4,1619,0
1650,229.0,130.0,5,1619,0
1650,58.0,400.0,6,1619,0
1650,33.0,210.0,7,1619,0
1650,89.0,700.0,8,1619,0
1620,76.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,319.0,1240.0,3,1619,1
1620,174.0,953.0,4,1619,0
1620,231.0,130.0,5,1619,0
1620,51.0,400.0,6,1619,0
1620,32.0,210.0,7,1619,0
1620,80.0,700.0,8,1619,0
1650,79.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,306.0,1240.0,3,1619,1
1650,158.0,953.0,4,1619,0
1650,229.0,130.0,5,1619,0
1650,47.0,400.0,6,1619,0
1650,31.0,210.0,7,1619,0
1650,72.0,700.0,8,1619,0
1620,78.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,295.0,1240.0,3,1619,1
1620,120.0,953.0,4,1619,0
1620,223.0,130.0,5,1619,0
1620,44.0,400.0,6,1619,0
1620,31.0,210.0,7,1619,0
1620,64.0,700.0,8,1619,0
1650,77.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,296.0,1240.0,3,1619,1
1650,109.0,953.0,4,1619,0
1650,221.0,130.0,5,1619,0
1650,39.0,400.0,6,1619,0
1650,31.0,210.0,7,1619,0
1650,67.0,700.0,8,1619,0
1620,77.0,65.0,1,1619,0
1620,512.0,512.0,2,1619,0
1620,282.0,1240.0,3,1619,1
1620,106.0,953.0,4,1619,0
1620,215.0,130.0,5,1619,0
1620,33.0,400.0,6,1619,0
1620,30.0,210.0,7,1619,0
1620,64.0,700.0,8,1619,0
1650,76.0,65.0,1,1619,0
1650,512.0,512.0,2,1619,0
1650,280.0,1240.0,3,1619,1
1650,90.0,953.0,4,1619,0
1650,207.0,130.0,5,1619,0
1650,29.0,400.0,6,1619,0
1650,30.0,210.0,7,1619,0
1650,60.0,700.0,8,1619,0
